LbrM.01.0030	LbrM.07.1200	0.260231	\N	\N
LbrM.01.0030	LbrM.08.0030	0.266043	\N	\N
LbrM.01.0030	LbrM.17.1030	0.132288	\N	\N
LbrM.01.0030	LbrM.20.0160	0.165097	\N	\N
LbrM.01.0030	LbrM.20.0580	0.144746	\N	\N
LbrM.01.0030	LbrM.21.1490	0.123675	\N	\N
LbrM.01.0030	LbrM.29.0130	0.312033	\N	\N
LbrM.01.0030	LbrM.30.3340	0.338228	\N	\N
LbrM.01.0030	LbrM.32.1350	0.29022	\N	\N
LbrM.01.0030	LbrM.34.3310	0.125004	\N	\N
LbrM.01.0030	LbrM.34.4340	0.17777	\N	\N
LbrM.01.0030	LbrM.35.0650	0.211686	\N	\N
LbrM.01.0060	LbrM.02.0290	0.208249	\N	\N
LbrM.01.0060	LbrM.04.0530	0.169039	\N	\N
LbrM.01.0060	LbrM.05.0030	0.251226	\N	\N
LbrM.01.0060	LbrM.07.0620	0.252099	\N	\N
LbrM.01.0060	LbrM.07.0780	0.236641	\N	\N
LbrM.01.0060	LbrM.09.0980	0.187533	\N	\N
LbrM.01.0060	LbrM.09.1130	0.196386	\N	\N
LbrM.01.0060	LbrM.10.1010	0.236767	\N	\N
LbrM.01.0060	LbrM.10.1270	0.13108	\N	\N
LbrM.01.0060	LbrM.11.0970	0.238841	\N	\N
LbrM.01.0060	LbrM.13.1470	0.262012	\N	\N
LbrM.01.0060	LbrM.14.1600	\N	0.475173	-2.03
LbrM.01.0060	LbrM.15.0910	\N	0.468575	0
LbrM.01.0060	LbrM.17.0080	0.259527	\N	\N
LbrM.01.0060	LbrM.17.0090	0.318592	\N	\N
LbrM.01.0060	LbrM.18.0830	0.257525	\N	\N
LbrM.01.0060	LbrM.18.0950	0.217742	\N	\N
LbrM.01.0060	LbrM.18.1230	0.212807	\N	\N
LbrM.01.0060	LbrM.19.0570	0.21802	\N	\N
LbrM.01.0060	LbrM.20.2460	0.143818	\N	\N
LbrM.01.0060	LbrM.20.3890	0.249767	\N	\N
LbrM.01.0060	LbrM.21.0870	0.188576	\N	\N
LbrM.01.0060	LbrM.21.1920	0.206632	\N	\N
LbrM.01.0060	LbrM.22.0650	0.0890512	\N	\N
LbrM.01.0060	LbrM.25.1530	0.203778	\N	\N
